Gene,log2_FoldChange,minus_log10_pvalue
LOC100505648,0.07688,0.082704599
RAD51,-0.4211,0.583193128
FAM82A2,0.1454,0.255081458
GCHFR,0.02188,0.032452024
DNAJC17,0.02676,0.059882133
C15orf62,0.02886,0.032358436
ZFYVE19,0.1245,0.3650192
SPINT1,-0.3764,0.583026827
RHOV,0.004927,0.005946936
VPS18,0.1188,0.185419484
DLL4,-0.1082,0.106959888
CHAC1,-0.1561,0.206000199
INO80,-0.02753,0.072886388
OIP5-AS1,0.1144,0.263444153
OIP5,-0.2885,0.434742657
NUSAP1,-0.4758,0.940815382
NDUFAF1,0.1153,0.162159138
RTF1,0.09307,0.349498205
ITPKA,-0.3086,0.392330563
LTK,-0.4882,0.673869043
RPAP1,0.06652,0.175939283
TYRO3,-0.1656,0.393296259
MAPKBP1,0.03422,0.041579472
JMJD7,-0.2059,0.295763663
PLA2G4B,0.05317,0.049635146
SPTBN5,0.00855,0.009749967
EHD4,-0.08111,0.106515654
VPS39,-0.04379,0.057793458
TMEM87A,0.07894,0.35222595
GANC,0.1778,0.300856313
CAPN3,0.3315,0.487849463
ZFP106,-0.1161,0.331241458
HAUS2,-0.04642,0.111708155
STARD9,-0.2516,0.329383114
CDAN1,-0.07284,0.20481541
TTBK2,0.167,0.238974748
UBR1,0.1517,0.481222931
TMEM62,0.08914,0.130944381
CCNDBP1,-0.1022,0.264081883
LCMT2,0.2946,0.356054087
ADAL,0.0891,0.150519163
TUBGCP4,0.07929,0.159266765
TP53BP1,0.0744,0.291409155
MAP1A,0.1245,0.176134691
CKMT1B,-0.08141,0.098868749
STRC,0.249,0.282995593
CKMT1A,0.3091,0.407379179
CATSPER2P1,-0.05897,0.062381821
ELL3,0.1627,0.291494119
SERF2,-0.05133,0.11901501
MFAP1,0.1777,0.368353337
WDR76,-0.03226,0.031143625
FRMD5,0.1863,0.289544136
LOC728758,-0.02765,0.046626949
CASC4,-0.05333,0.079198618
CTDSPL2,-0.08318,0.209433375
LOC645212,0.1653,0.487449007
EIF3J,0.07603,0.213177621
SPG11,-0.1043,0.187755303
PATL2,0.594,0.887394998
TRIM69,-0.1647,0.196884445
SORD,-0.1242,0.345149909
DUOX2,0.06779,0.065299598
DUOXA1,-0.04897,0.048419655
SHF,0.2221,0.956244873
SLC28A2,0.248,0.292855812
GATM,-0.0295,0.049051286
SPATA5L1,-0.1068,0.255863548
C15orf48,-0.624,0.962573502
SLC30A4,-0.06969,0.111315153
HMGN2P46,-0.1154,0.117247844
PLDN,0.1771,0.628009089
SQRDL,-0.1533,0.192464972
SEMA6D,0.1451,0.328364403
SLC24A5,0.05869,0.082284483
MYEF2,0.02827,0.060480747
CTXN2,0.03708,0.035080706
SLC12A1,0.1864,0.197705289
DUT,0.01145,0.027565723
EID1,0.1083,0.177570376
COPS2,-0.1237,0.22738495
GALK2,0.04194,0.127261173
C15orf33,0.07648,0.086981316
FGF7,-0.6264,0.957818405
DTWD1,-0.05606,0.090443971
ATP8B4,-0.1168,0.11582793
SLC27A2,0.5873,0.953114809
HDC,-0.0285,0.026964559
GABPB1,-0.06529,0.130181792
LOC100129387,-0.03186,0.030397735
USP8,-0.06553,0.141222263
TRPM7,-0.2305,0.502655619
SPPL2A,-0.1672,0.201211286
AP4E1,0.03596,0.064492734
LOC100132724,0.02612,0.029095502
TNFAIP8L3,-0.2959,0.347270304
CYP19A1,0.4681,0.653451441
GLDN,0.11,0.108574057
DMXL2,0.1002,0.318035541
LYSMD2,0.1996,0.25305459
TMOD2,0.2819,0.447575154
TMOD3,-0.2087,0.534617149
LEO1,0.07321,0.359121221
MAPK6,-0.02826,0.032218092
GNB5,0.01662,0.036212173
MYO5C,-0.2722,0.331055266
MYO5A,0.2553,0.759201229
ARPP19,-0.04451,0.121478204
FAM214A,0.1147,0.244048959
ONECUT1,-0.2189,0.239426746
WDR72,-0.5259,0.765482716
UNC13C,0.3784,0.499489089
RSL24D1,-0.03458,0.049245818
PIGB,-0.3469,0.86518563
CCPG1,-0.4018,0.954285941
FLJ27352,-0.06532,0.065299598
DYX1C1,0.1221,0.122513472
PYGO1,0.1687,0.453827632
PRTG,-0.3308,0.433444669
NEDD4,-0.3036,0.535063571
RFX7,-0.1147,0.235674394
TEX9,0.004381,0.004320939
MNS1,0.2145,0.234480457
ZNF280D,0.2342,0.288192771
LOC145783,0.3355,0.73095429
TCF12,0.1484,0.285837954
LOC283663,-0.1185,0.126330707
CGNL1,-0.6101,0.929223537
MYZAP,-0.5309,0.759950228
POLR2M,-0.1137,0.424350385
ALDH1A2,0.1451,0.149353765
ADAM10,-0.08833,0.363010898
FAM63B,-0.1015,0.192871044
SLTM,-0.1435,0.439973751
RNF111,-0.006951,0.014124643
MYO1E,-0.3152,0.438898616
FAM81A,0.2414,0.330776126
GCNT3,0.01802,0.016824928
GTF2A2,0.1226,0.184754408
BNIP2,-0.04146,0.095230374
FOXB1,-0.08923,0.112832979
NARG2,-0.1518,0.252743603
RORA,-0.02965,0.040386289
VPS13C,-0.2683,0.909036923
C2CD4A,0.2466,0.276216063
C2CD4B,0.01326,0.012512494
TLN2,0.07935,0.10419085
LACTB,-0.1246,0.248412995
RPS27L,-0.2052,0.371406744
RAB8B,0.1412,0.477947199
APH1B,-0.004091,0.007093182
CA12,-0.2987,0.402085529
LOC100130855,-0.4518,0.603451962
FBXL22,0.02808,0.027565723
HERC1,0.2031,0.311313276
DAPK2,-0.08696,0.095284455
FAM96A,-0.08157,0.21417208
SNX1,-0.114,0.275069086
SNX22,0.1459,0.213816654
CSNK1G1,-0.002226,0.005199101
KIAA0101,-0.3706,0.556737013
TRIP4,-0.005214,0.009927665
ZNF609,-0.01832,0.027195678
OAZ2,0.08332,0.241012453
PLEKHO2,-0.301,0.808828544
ANKDD1A,-0.1194,0.186352305
SPG21,-0.216,0.654234307
MTFMT,-0.04965,0.07319469
OSTBETA,0.01844,0.017367006
UBAP1L,0.2691,0.324771746
PDCD7,-0.02968,0.089962876
CLPX,-0.05453,0.279509932
PARP16,-0.2565,0.668775219
IGDCC3,-0.1175,0.118045029
DPP8,-0.02215,0.072014053
PTPLAD1,0.1364,0.24131515
C15orf44,0.1166,0.170824926
SLC24A1,-0.2247,0.273191317
DENND4A,0.1448,0.378615972
RAB11A,-0.1443,0.403512866
MEGF11,-0.2441,0.440452444
DIS3L,-0.1691,0.225337077
TIPIN,0.2619,0.415442639
MAP2K1,-0.1895,0.539252458
SNAPC5,0.2544,0.603451962
RPL4,-0.295,0.534468443
SNORD18C,-0.4236,0.58686795
SNORD16,-0.2209,0.257196342
ZWILCH,0.1652,0.285418791
LCTL,-0.2592,0.293452897
SMAD6,-0.2292,0.316052869
SMAD3,-0.1576,0.356349962
AAGAB,-0.05165,0.104411724
IQCH,-0.06374,0.07007044
LOC100506686,-0.1034,0.139661993
C15orf61,-0.08824,0.109299602
MAP2K5,-0.101,0.162411562
PIAS1,-0.01332,0.019951155
CALML4,-0.1778,0.39815721
CLN6,-0.2608,0.40560745
FEM1B,0.0653,0.134126472
CORO2B,0.3458,0.683610249
ANP32A,-0.05388,0.11901501
ANP32A-IT1,-0.1478,0.160019442
LINC00277,0.2278,0.276955008
GLCE,-0.09408,0.1786175
RPLP1,-0.3608,0.715569266
LOC145837,0.2389,0.315064917
TLE3,0.08338,0.095771484
LARP6,-0.08692,0.138585081
THAP10,0.02304,0.036779013
LRRC49,-0.1863,0.318306608
THSD4,-0.114,0.120158944
NR2E3,-0.04278,0.039909932
MYO9A,0.03907,0.078886026
SENP8,0.09326,0.146727776
GRAMD2,-0.4448,0.626352528
PKM2,-0.07668,0.105739336
PARP6,0.09679,0.117931056
CELF6,0.3687,0.742801574
HEXA,-0.2083,0.741123371
C15orf34,0.2469,0.303294219
ARIH1,0.117,0.185352931
BBS4,0.09049,0.123378084
ADPGK,-0.1467,0.22811868
LOC100287559,-0.1085,0.10812817
HCN4,0.199,0.232028279
NPTN,0.07739,0.177701129
LOC100287616,-0.03836,0.038863783
LOXL1,-0.5418,0.81276138
PML,-0.2004,0.357832366
ISLR2,0.05065,0.057545474
CCDC33,-0.5198,0.852014679
CYP11A1,-0.6012,0.941573976
SEMA7A,0.1225,0.124013229
UBL7,0.1007,0.241845378
LOC440288,-0.1761,0.278601624
ARID3B,-0.09398,0.102537862
CLK3,-0.2051,0.297828049
EDC3,0.01132,0.02017857
CYP1A1,-0.1569,0.180719353
LMAN1L,0.2848,0.356251315
ULK3,0.08538,0.18243463
SCAMP2,-0.2192,0.510885631
MPI,-0.0815,0.135963817
C15orf17,-0.0793,0.090016305
COX5A,0.003818,0.005858889
SCAMP5,0.2862,0.460422117
PPCDC,0.08727,0.08820341
C15orf39,-0.1856,0.285083752
COMMD4,-0.2633,0.407712184
NEIL1,-0.2486,0.458545571
MIR631,-0.2109,0.241769592
MAN2C1,-0.1506,0.179995693
SIN3A,-0.07207,0.2153114
PTPN9,-0.05406,0.110026362
SNUPN,-0.05669,0.077326432
IMP3,0.1889,0.321663753
SNX33,-0.3452,0.806875402
ODF3L1,-0.332,0.401209493
FBXO22,0.1304,0.658961368
NRG4,0.3628,0.520712684
C15orf27,0.529,0.89997427
ETFA,-0.1401,0.433680378
TYRO3P,-0.1982,0.262727823
SCAPER,-0.008627,0.011664044
PSTPIP1,0.3084,0.376130732
TSPAN3,-0.004097,0.013049212
PEAK1,0.07395,0.104577454
HMG20A,0.07546,0.294307303
LINGO1,0.146,0.161528721
LOC253044,0.5668,0.84284556
LOC645752,0.1841,0.204676236
LOC91450,-0.1624,0.182038195
SH2D7,-0.1248,0.134718315
CIB2,-0.1167,0.32330639
IDH3A,0.1577,0.585695312
ACSBG1,0.2393,0.33648753
DNAJA4,0.1534,0.184555084
WDR61,0.2026,0.392759496
CRABP1,-0.03917,0.037062712
IREB2,0.08248,0.307858391
AGPHD1,-0.2681,0.336204878
PSMA4,0.06619,0.141944282
CHRNA5,0.1033,0.160207816
CHRNA3,0.1094,0.123839915
CHRNB4,0.2838,0.341988603
ADAMTS7,-0.2174,0.298345683
MORF4L1,0.02688,0.06063053
TMED3,-0.1628,0.256882375
MTHFS,-0.2757,0.330311292
ST20,-0.3859,0.825649403
C15orf37,-0.04065,0.070734382
ZFAND6,0.09149,0.507379278
ARNT2,0.2105,0.841336019
FAM108C1,0.1595,0.375717904
KIAA1199,-0.4353,0.829444941
MESDC2,-0.1266,0.148925195
MESDC1,0.04038,0.071757817
C15orf26,0.1417,0.146362618
IL16,-0.08838,0.116338565
STARD5,-0.1599,0.184488663
TMC3,-0.2935,0.41453927
MEX3B,0.05971,0.129654629
EFTUD1,-0.1109,0.210066919
FAM154B,0.3793,0.502655619
GOLGA6L9,-0.02368,0.021956506
CPEB1,0.1968,0.212397854
LOC283692,-0.08281,0.132827249
AP3B2,0.2207,0.350275814
LOC338963,0.458,0.619065537
LOC283693,-0.02439,0.025120027
FSD2,-0.09431,0.093988375
WHAMM,-0.1324,0.197705289
HOMER2,-0.4444,0.844360366
FAM103A1,0.1052,0.176525771
C15orf40,-0.1105,0.282828973
BTBD1,0.04301,0.148619332
TM6SF1,0.1488,0.344477404
HDGFRP3,0.1046,0.206838471
SH3GL3,0.2892,0.467755356
LOC648809,0.6189,0.948461609
LOC440300,0.01189,0.010639186
LOC388152,-0.1294,0.141823862
DNM1P41,0.04977,0.048225492
GOLGA6L5,0.2384,0.270187493
UBE2Q2P1,-0.4454,0.634512015
LOC100506874,-0.1995,0.215739417
SCAND2,0.2855,0.644165504
ALPK3,0.06646,0.068440433
PDE8A,-0.2086,0.462684727
AKAP13,-0.09459,0.156704917
KLHL25,0.2355,0.574791949
AGBL1,0.6089,0.952335805
LINC00052,-0.2498,0.290136683
NTRK3,-0.1456,0.218244625
MRPL46,0.1047,0.372531728
MRPS11,0.1455,0.276544328
AEN,0.09866,0.144359719
ISG20,0.1385,0.143452355
ABHD2,0.0313,0.056159374
RLBP1,-0.135,0.137391636
FANCI,-0.3274,0.454692884
POLG,-0.02103,0.039529222
LOC254559,0.3809,0.662141571
RHCG,-0.1787,0.216167857
LOC283761,0.2198,0.2892059
KIF7,-0.3229,0.70289635
PLIN1,0.04546,0.042057665
PEX11A,0.03661,0.03428103
WDR93,0.1103,0.112889297
MESP1,-0.1483,0.165007396
ANPEP,-0.314,0.373454341
AP3S2,0.04861,0.095500845
C15orf38,-0.2246,0.504178247
ZNF710,0.1187,0.263762901
IDH2,-0.07526,0.159266765
SEMA4B,-0.09121,0.225775095
CIB1,-0.02577,0.039434097
C15orf58,0.08055,0.079563593
TTLL13,0.3408,0.461929213
NGRN,0.2175,0.459420283
GABARAPL3,0.02731,0.024844022
ZNF774,0.1071,0.130123187
BLM,-0.2589,0.315154638
FURIN,-0.4387,0.740167301
FES,-0.4743,0.649751982
HDDC3,0.1866,0.274823699
RCCD1,-0.03028,0.038436538
VPS33B,0.07803,0.305570309
SV2B,0.138,0.144905049
FAM174B,-0.1853,0.274088368
LOC100507217,-0.03719,0.063184769
CHD2,0.06883,0.101219987
RGMA,0.1846,0.297138829
LOC400456,-0.2416,0.288867928
NR2F2,0.04056,0.123435786
SPATA8,-0.05914,0.102537862
ARRDC4,0.1739,0.275478373
IGF1R,-0.01849,0.026456531
SYNM,-0.1492,0.179995693
MEF2A,0.04934,0.147703034
DNM1P46,0.1833,0.193820026
ADAMTS17,-0.2689,0.311580178
CERS3,-0.325,0.404173223
LINS,0.1448,0.268089058
ASB7,0.03982,0.113904268
LRRK1,-0.4116,0.598082749
CHSY1,-0.3085,0.75325529
SELS,0.0259,0.059035507
SNRPA1,0.01961,0.02291688
PCSK6,0.269,0.428873723
TM2D3,0.008364,0.009128595
TARSL2,0.01115,0.015832873
WASH3P,-0.05065,0.048079926
POLR3K,0.0824,0.126737541
MPG,-0.2169,0.487182241
NPRL3,-0.2026,0.513286224
HBQ1,0.3824,0.60292945
LUC7L,-0.1812,0.214598975
ITFG3,-0.1175,0.212893907
RGS11,-0.07888,0.080503512
ARHGDIG,0.307,0.451979305
PDIA2,0.1371,0.138943755
AXIN1,-0.03514,0.066765871
MRPL28,0.08554,0.212468684
TMEM8A,-0.08783,0.195860568
LOC100134368,-0.2868,0.404724288
NME4,-0.4014,0.953114809
DECR2,-0.1241,0.299469343
RAB11FIP3,0.07889,0.309715297
LINC00235,0.2499,0.29081487
SOLH,-0.1281,0.617622697
NHLRC4,0.1934,0.268411235
PIGQ,-0.09454,0.198253381
RAB40C,0.1007,0.21346152
WFIKKN1,0.1102,0.137093786
C16orf13,-0.1003,0.242603971
FAM195A,0.04746,0.065804651
WDR90,-0.2268,0.322575562
RHOT2,-0.2106,0.369165482
STUB1,0.02119,0.03602339
JMJD8,0.0319,0.05724808
WDR24,0.2341,0.955068454
FBXL16,0.2592,0.439376125
METRN,-0.04118,0.048516769
FAM173A,0.04571,0.112045296
CCDC78,-0.1433,0.155709257
HAGHL,0.04066,0.051098239
MSLN,-0.5265,0.749824052
RPUSD1,0.09664,0.212539525
CHTF18,-0.33,0.533725678
GNG13,-0.07483,0.07717078
PRR25,0.08232,0.081340707
LMF1,-0.1395,0.234033575
SOX8,0.2014,0.285837954
C1QTNF8,-0.0605,0.057545474
CACNA1H,0.0917,0.099032376
TPSG1,0.153,0.175028539
UBE2I,-0.03296,0.084389137
BAIAP3,0.3961,0.617442678
C16orf42,0.1803,0.397289055
GNPTG,-0.1744,0.339893778
UNKL,-0.1371,0.211831629
C16orf91,0.1195,0.21346152
CCDC154,-0.2634,0.383104574
CLCN7,-0.1092,0.503901008
TELO2,0.04476,0.085286713
IFT140,-0.06721,0.123666671
CRAMP1L,0.01862,0.031657169
HN1L,-0.08569,0.117361638
MAPK8IP3,0.1508,0.364315237
NME3,-0.08006,0.104246058
MRPS34,-0.0417,0.076963331
EME2,-0.1345,0.166852888
NUBP2,0.1049,0.250882338
IGFALS,0.257,0.392544977
HAGH,0.153,0.442011852
FAHD1,0.1899,0.23935138
C16orf73,-0.2674,0.307681956
HS3ST6,-0.4886,0.753009301
SEPX1,-0.0525,0.050073556
NDUFB10,0.05872,0.133004187
SNHG9,-0.2741,0.590235896
SNORA78,0.01928,0.019451261
TBL3,0.01728,0.049878652
GFER,-0.1162,0.177505015
SYNGR3,0.2177,0.320753855
ZNF598,-0.03292,0.045564514
NPW,-0.2415,0.270754193
SLC9A3R2,-0.5364,0.824198367
NTHL1,0.03278,0.082179518
TSC2,-0.08248,0.176134691
RAB26,0.1859,0.218819279
SNORD60,-0.2231,0.247183569
TRAF7,-0.04263,0.138764381
CASKIN1,0.4036,0.890084137
MLST8,0.06557,0.27205229
C16orf79,-0.08121,0.086080235
PGP,-0.04692,0.089322245
E4F1,0.05547,0.083651348
DNASE1L2,0.4254,0.792365633
ECI1,-0.07362,0.12090412
RNPS1,0.05185,0.21417208
ABCA3,0.1309,0.312114475
ABCA17P,-0.1744,0.19314197
CCNF,-0.1352,0.417028071
C16orf59,-0.1723,0.412289035
NTN3,-0.3119,0.459670525
TBC1D24,0.1564,0.553462833
ATP6V0C,0.1053,0.226579277
AMDHD2,-0.2635,0.387428046
CEMP1,-0.2322,0.357337669
LOC652276,0.05892,0.083019953
FLJ42627,0.07645,0.079459283
ERVK13-1,-0.007835,0.010016542
KCTD5,0.1903,0.447940466
PRSS27,0.1742,0.377578726
LOC100128788,-0.1423,0.180456064
SRRM2,-0.167,0.19388789
TCEB2,0.04814,0.108685601
PRSS33,-0.01999,0.018498512
FLYWCH2,0.05651,0.111146833
FLYWCH1,0.1304,0.322666849
KREMEN2,0.02888,0.040672354
PAQR4,0.3101,0.666351243
PKMYT1,-0.3188,0.437112619
LINC00514,-0.1264,0.130357655
CLDN9,0.1812,0.191114133
CLDN6,-0.1343,0.136142038
HCFC1R1,-0.2544,0.66756154
THOC6,-0.04598,0.065905732
CCDC64B,0.2795,0.32385532
MMP25,-0.342,0.520856752
ZSCAN10,0.491,0.6767479
MGC3771,0.1766,0.299642472
ZNF205,0.071,0.184953824
OR1F2P,0.2274,0.262409834
ZNF200,0.324,0.496890563
FLJ39639,0.2438,0.272458743
ZNF263,0.05369,0.068592986
TIGD7,0.2662,0.416347891
ZNF75A,0.2283,0.291409155
ZNF434,0.0808,0.129186576
ZNF174,0.1391,0.456677099
NAA60,0.1495,0.467882884
CLUAP1,0.123,0.173536451
NLRC3,-0.2757,0.549904924
SLX4,0.1482,0.263444153
TRAP1,-0.05074,0.074223946
CREBBP,-0.03542,0.090764997
ADCY9,0.1121,0.154529867
SRL,0.3012,0.386792648
LOC100507501,-0.05855,0.081707487
TFAP4,-0.3931,0.544546031
GLIS2,-0.372,0.582196277
PAM16,0.1259,0.171791386
CORO7,0.07851,0.103308473
DNAJA3,0.03164,0.05764465
NMRAL1,0.3728,0.476253533
HMOX2,0.08102,0.1590788
C16orf5,0.04525,0.099523629
C16orf96,0.05445,0.072680975
FAM100A,0.1222,0.203217588
MGRN1,0.1057,0.370284667
NUDT16L1,0.05196,0.159517513
ANKS3,-0.01874,0.034516076
C16orf71,0.5104,0.816445466
ZNF500,0.1086,0.318397001
Sep-12,0.2161,0.247874693
LOC440335,0.3876,0.524038411
GLYR1,0.01134,0.015292706
UBN1,-0.009167,0.02489001
PPL,-0.4422,0.828566099
NAGPA,-0.1511,0.188424994
LOC100507589,0.1306,0.138704606
C16orf89,-0.4409,0.63601217
ALG1,0.03651,0.042105513
FAM86A,-0.06764,0.094797971
RBFOX1,0.4752,0.655804284
TMEM114,-0.272,0.312203589
METTL22,0.108,0.164119268
ABAT,0.1272,0.267686673
TMEM186,0.2217,0.35261703
PMM2,0.04276,0.063787956
CARHSP1,0.004387,0.005506877
USP7,0.04373,0.163802519
C16orf72,-0.1403,0.240332155
ATF7IP2,-0.2753,0.66174277
EMP2,-0.3635,0.588717087
TEKT5,-0.168,0.178551981
NUBP1,0.03928,0.105517785
FAM18A,0.06677,0.067526235
DEXI,0.05016,0.139542205
RMI2,-0.2337,0.263523818
LITAF,-0.1798,0.291154362
SNN,0.2763,0.838033384
TXNDC11,-0.07119,0.228045251
ZC3H7A,-0.07207,0.400335221
RSL1D1,-0.1597,0.330125498
GSPT1,0.001068,0.004364805
CPPED1,-0.03601,0.060580597
SHISA9,0.5053,0.920818754
ERCC4,0.1532,0.26520017
MKL2,-0.2947,0.772884917
PARN,-0.08786,0.177897331
BFAR,-0.06295,0.194635093
PLA2G10,0.1078,0.109020403
ABCC6P2,-0.06434,0.06093025
NOMO1,-0.1618,0.793174124
NPIP,0.3386,0.472112434
PDXDC1,0.1071,0.194227368
MPV17L,0.2561,0.293367549
KIAA0430,0.05447,0.132650383
FOPNL,-0.03911,0.095825632
ABCC1,-0.2664,0.786216701
NOMO3,0.5496,0.959793372
PKD1P1,-0.09608,0.127727154
XYLT1,-0.1616,0.279509932
NOMO2,-0.03694,0.056505484
ABCC6P1,-0.4403,0.608711951
RPS15A,-0.3137,0.544546031
ARL6IP1,0.01988,0.040433953
SMG1,-0.02152,0.026364227
TMC7,0.2447,0.53670439
COQ7,0.0784,0.094096234
TMC5,-0.173,0.182963774
GDE1,-0.1144,0.307505592
CCP110,0.2036,0.445753192
C16orf62,-0.1682,0.535063571
C16orf88,0.02198,0.031283623
IQCK,0.3246,0.716925025
GPRC5B,0.2295,0.669586227
GPR139,0.413,0.544698228
ERI2,-0.06638,0.082441979
LOC81691,0.2141,0.757210191
LYRM1,0.1896,0.432855955
DNAH3,-0.1515,0.155771419
TMEM159,-0.08936,0.137630063
NPIPL3,-0.231,0.309006968
LOC100271836,-0.3574,0.469928431
METTL9,-0.1993,0.328734567
RRN3P1,-0.01546,0.014349026
PDZD9,0.5174,0.915423722
C16orf52,0.06773,0.179535809
VWA3A,0.4613,0.662940274
EEF2K,-0.2749,0.726767166
POLR3E,0.01134,0.0214543
CDR2,-0.1824,0.246953438
RRN3P3,0.2799,0.541966808
LOC641298,0.2425,0.314437389
LOC100132247,-0.2125,0.262727823
HS3ST2,-0.4807,0.675100503
USP31,-0.04083,0.155771419
SCNN1G,0.2942,0.367947833
SCNN1B,-0.04115,0.039101323
GGA2,-0.2253,0.463062977
EARS2,-0.09813,0.42010213
UBFD1,-0.07295,0.230327336
NDUFAB1,0.05887,0.119929916
PALB2,0.1905,0.360912129
DCTN5,0.1728,0.802995272
ERN2,0.1659,0.177570376
PRKCB,0.4029,0.584025589
CACNG3,0.2197,0.261219442
RBBP6,0.03085,0.065905732
TNRC6A,-0.06658,0.119243555
SLC5A11,-0.3943,0.50962008
LOC554206,0.186,0.356054087
LCMT1,-0.03936,0.059035507
LOC100506655,-0.08932,0.096259059
AQP8,-0.01057,0.009927665
HS3ST4,-0.18,0.189565844
C16orf82,0.2316,0.255863548
JMJD5,0.06232,0.068898254
NSMCE1,0.2171,0.320753855
IL4R,-0.3653,0.455683858
LOC283888,0.3056,0.377682339
GTF3C1,0.02646,0.069050969
KIAA0556,0.09132,0.152797636
GSG1L,0.2056,0.22366209
XPO6,0.07891,0.259637311
SBK1,0.2942,0.528414946
CLN3,-0.0299,0.038151941
APOBR,0.09153,0.088629293
CCDC101,-0.1566,0.294307303
SH2B1,-0.008578,0.01215505
ATP2A1,-0.09768,0.112776669
LOC100289092,-0.1644,0.209503723
RABEP2,-0.1856,0.528708289
NFATC2IP,0.0594,0.133417323
MIR4517,-0.3808,0.495121541
SPNS1,-0.07852,0.195451692
LAT,-0.168,0.190103753
LOC440354,-0.357,0.456677099
SLC7A5P1,-0.6159,0.970616222
SPN,0.1272,0.143391932
KIF22,-0.3448,0.703773713
MAZ,-0.04217,0.055172004
C16orf53,-0.1403,0.186752699
MVP,-0.1527,0.162096055
LOC440356,-0.02525,0.023650021
SEZ6L2,0.2359,0.336959025
ASPHD1,0.2074,0.244964066
KCTD13,0.2256,0.34428545
TMEM219,-0.1165,0.310513552
TAOK2,0.1458,0.485585079
INO80E,-0.01524,0.030490901
DOC2A,0.04992,0.064291252
FAM57B,0.02979,0.028631363
ALDOA,-0.04856,0.067272633
PPP4C,0.02768,0.046047117
TBX6,0.2277,0.299642472
MAPK3,-0.06204,0.145268983
LOC595101,-0.5141,0.755475488
CD2BP2,0.07437,0.170374647
TBC1D10B,0.1473,0.566710315
Sep-01,-0.1606,0.231509895
ZNF48,0.2528,0.513286224
ZNF771,-0.1065,0.174638804
DCTPP1,-0.04575,0.093611079
SEPHS2,0.2436,0.511590311
ITGAL,-0.3695,0.460672936
ZNF768,0.1094,0.303731003
ZNF747,0.04396,0.043927663
ZNF688,0.2338,0.372326968
ZNF785,0.2461,0.367745223
PRR14,0.02486,0.047401265
FBRS,-0.06913,0.121650578
SRCAP,0.1422,0.556580538
PHKG2,0.01036,0.020588217
C16orf93,0.1512,0.175483672
RNF40,0.1692,0.790484985
ZNF629,0.2289,0.566710315
MIR4519,-0.08433,0.081131257
BCL7C,-0.2,0.378512135
CTF1,-0.4396,0.899629455
FBXL19-AS1,-0.1907,0.307858391
FBXL19,0.2759,0.537152964
ORAI3,-0.2488,0.436518915
SETD1A,-0.0829,0.255785275
HSD3B7,-0.02645,0.029932203
STX1B,0.3268,0.749824052
STX4,0.04628,0.109523091
ZNF646,0.2053,0.845880474
PRSS53,-0.0387,0.044552789
VKORC1,-0.1109,0.185885644
BCKDK,-0.2037,0.268089058
PRSS8,-0.1432,0.150519163
PRSS36,-0.0684,0.069050969
PYCARD,-0.5183,0.746661995
TRIM72,0.007034,0.006255243
PYDC1,0.06704,0.063787956
ZNF843,-0.05763,0.084811295
ARMC5,0.1647,0.475214551
SLC5A2,0.1053,0.111820506
C16orf58,0.008471,0.016915227
KIAA0664L3,-0.007356,0.009217308
ZNF720,-0.1509,0.604149624
ZNF267,0.07603,0.165452142
LINC00273,-0.2929,0.341988603
UBE2MP1,0.1582,0.456801414
VPS35,0.06134,0.113396486
ORC6,-0.1089,0.197773762
C16orf87,-0.05029,0.086557045
GPT2,-0.03749,0.071194629
DNAJA2,-0.04471,0.07191154
NETO2,0.2135,0.734946211
ITFG1,0.07769,0.194363234
PHKB,-0.003731,0.005462896
ABCC11,0.1707,0.190372958
LONP2,-0.1066,0.483596852
LOC100507577,0.04224,0.068898254
SIAH1,0.0597,0.102757897
ZNF423,-0.06465,0.118330092
CNEP1R1,-0.0886,0.205511953
HEATR3,0.1074,0.136201461
ADCY7,0.09973,0.147093241
BRD7,0.02555,0.048176965
NKD1,-0.4023,0.605898698
SNX20,-0.1598,0.167810539
NOD2,-0.02829,0.025718641
SALL1,0.09563,0.108629825
TOX3,0.2869,0.656394492
CHD9,0.04633,0.099632871
RBL2,-0.01185,0.026595026
AKTIP,0.1641,0.433680378
RPGRIP1L,0.1119,0.165770097
FTO,0.03656,0.057942316
IRX3,-0.6062,0.927382523
IRX6,0.1313,0.132061349
CES1,-0.4405,0.698535927
LOC283856,0.4172,0.664341548
GNAO1,0.3556,0.513994814
DKFZP434H168,0.2636,0.302334837
AMFR,0.1056,0.322849479
NUDT21,0.06694,0.11650891
OGFOD1,0.1037,0.374687549
BBS2,0.1057,0.255003326
MT3,0.514,0.763462739
MT2A,-0.3622,0.523603173
MT1E,-0.5591,0.833273944
MT1X,-0.348,0.432738308
HERPUD1,-0.1844,0.22475374
CPNE2,0.04344,0.067678468
FAM192A,0.05524,0.144238628
RSPRY1,0.1505,0.527682454
ARL2BP,0.07656,0.171597922
PLLP,-0.3052,0.384365531
CX3CL1,0.328,0.515415471
CIAPIN1,0.2118,0.815876646
COQ9,0.08425,0.15864053
POLR2C,0.08816,0.259558355
DOK4,-0.04082,0.046917156
CCDC102A,-0.51,0.769806621
GPR56,0.1211,0.159141446
CCDC135,0.2459,0.275970027
KATNB1,0.2086,0.653255945
KIFC3,0.2348,0.484921325
CNGB1,0.1718,0.179864248
TEPP,0.07714,0.077274542
ZNF319,0.2748,0.788612447
